Professor,Semester,Rating,Text
김찬중,24년 2학기 수강자,100%,"수업은 유튜브에 있는 직접 만드신 교재로 하십니다. 수업내용이 유튜브에 그대로 있기 때문에 솔직히 제대로 들은 적은 없는 것 같습니다.
시험은 스랖에 있는 족보 + 새 문제 몇개 정도로 나왔고 시험 1-2일 전에 유튜브 1.5배속으로 보고 개념정도 알고 들어가면 풀 수 있게 나왔습니다.
이번학기 과제는 없었고, 성적은 중간기말 세부성적은 잘 모르겠지만 너그럽게 주신것 같습니다."
김찬중,24년 2학기 수강자,80%,"강의시간엔 교수님 설명이나 프로그램 돌리는거 보고 동영상은 자유롭게 시청하는 방식
과제 없음 출석은 가끔 부르심
강의력은 기대안하는게 좋음
시험은 족보에서 많이 나오지만 새로운 문제도 몇개 있음
스랖 족보만 공부하고 족보에 없는건 거의 못풀었는데도 에제 나온거 보면 로드 대비 학점은 어지간한 꿀교양 이상임
다만 이렇게 공부할 경우 머리에 남는게 없음
배우는 내용 자체는 양이 많아서 정말 열심히 공부한다면 나름 얻어가는게 많을 것 같음
참고로 코딩하는 수업이 아니라 수치해석의 이론을 배우는 수업임"
김찬중,22년 2학기 수강자,100%,"과제 없이 올려주신 동영상으로 강의 듣는 방식
개인적으로는 생각보다 많은 것을 배워간 강의"
김찬중,22년 2학기 수강자,80%,매주 1회 출석체크를 함. 수업을 듣는 학생을 찾아보기 힘듦. 유튜브에 있는 녹강을 보고 공부를 하면 되는데 필자는 공부를 중간 3시간 기말 3시간 함. 성적은 드랍할 만큼 처참했는데 중간 성적 공개를 기말이랑 같이 하셔서 그냥 참고 들었더니 B-를 주심. 후회는 전혀 없음.
김찬중,22년 2학기 수강자,60%,유튜브에 강의 올라와있고 대면 강의 때는 유튜브 + 부연 설명으로 진행하심. 시험은 중간 기말 + 거의 중요한 부분들 증명 위주로 8문제 정도 나왔음. 학점은 예상보단 한단계 높게 나온거봐서 여유롭게 주시는 것 같음. 이번 학기는 과제 없었음.
김찬중,21년 2학기 수강자,100%,"수업은 유튜브에 있는 강의를 듣는 것으로 대체
시험은 기출이랑 비슷한 문제 몇 개랑 새로운 문제 3개 정도 나왔던것 같은데 
다 틀렸는데 학점은 잘주심
한 번에 몰아서 들으려하니 너무 힘들었어서 몰아듣는 거 비추천"
김찬중,21년 2학기 수강자,20%,"학점은 에이쁠이지만 뭘 배웠는지 모르겠다~
교수님 이건아니쥬"
김찬중,21년 2학기 수강자,100%,"학점이야 뭐.. 타과목 대비 굉장히 뿌리시고
저는 수업도 괜찮게 들었어요 ㅋㅋㅋ 영상에 비유를 이상하게 한다느니하며 주위에서도 좀 의견차가 있는 것 같은데 저는 그 비유덕에 이해가 잘되고 재밌게 들었습니다. 과제가 은근 하기 귀찮으면서도 거의 제출여부만 반영되는 것 같아서.. 시간 맞춰서 잘 제출만 하세요. 수업 다 듣는게 부담이라 그냥 교재? pdf만 보고 들어갈까 생각했는데 그래도 꾸역꾸역 수업 다 들으면 공부하는데 도움이 되니 1.5배속으로라도 들으시길 바랍니다. 개념 위주로 정리하시면 될 듯합니다. 기말 70점대 후반에 A+ 나왔습니다."
김찬중,21년 2학기 수강자,20%,아래사람들은 학점을 잘준다는 이유로 평을 잘준거같은데 내가 밸런스좀 맞추겠음. 대학생활에서 학점? 당연히 중요하지. 근데 그수업듣고 뭘 얻어가냐가 난 더중요하다고 생각함. 전공이 적성에 안맞아서 학점만 적당히 받고 얼른 치워버리고싶은 사람 아니라면 나랑 비슷한 생각일거임. 그런의미에서 이 강의는 기계과 최악의 강의다. 이 교수는 테뉴어 받은 교수가 어디까지 막나가는지 볼수있는 최고의 케이스임. 솔직히 유튜브에 강의 띡올려놓는거도 문제라면 문젠데 그렇다고 퀄이 좋냐? 그거도아님. 이해하는데 도움 1도안되는 비유를 위한 억지비유만 들고 정작 중요한 개념은 겉핥기로 넘어감. 학점잘줘서 좋은 강의가 아니라 학점이라도 잘안주면 들을 이유가 없는 강의. 걍 아무생각없이 3학점짜리 에이하나 건지고싶은거면 들어라. 얻어가는건 아무것도없음.
김찬중,21년 2학기 수강자,100%,그냥 좀 중요해보이는 내용이랑 전날 기출에 나온문제들 관련 영상만 공부하면됨. 하루 공부해서 한문제 틀리고 에이쁠 나옴. 숙제는 재대로 체크 안하시는거 같음 늦게제출하지만 마셈
